SubjectName 008,SessionNumber 2,ExperimentName sternbergComp,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Trial,NSPrac-OnsetError,NSPrac-OnsetTime,ProbePrac-OnsetError,ProbePrac-OnsetTime,ProbePrac-Mouse-IsCorrect,ProbePrac-Mouse-Responses,ProbePrac-Mouse-ResponseTime,TrialTable-Condition,TrialTable-CorrectResponse,TrialTable-NumberSets,TrialTable-Probes
1,0.01,31418.28,0.24,36431.81,1,Yes,630.79,4,Yes,1 8 9 6,8
2,0.02,39590.29,0.3,44603.8,0,Yes,5514.69,6,No,1 2 4 7 5 3,6
3,0.02,52642.13,0.3,57655.63,1,Yes,1182.82,4,Yes,3 5 8 4,8
4,0.02,61365.62,0.23,66379.12,1,Yes,931.45,2,Yes,3 9,3
5,0.02,69838.44,0.21,74851.96,0,Yes,2234.51,4,No,5 7 4 1,6
6,0.02,79598.07,0.36,84611.58,1,No,978.78,6,No,5 4 7 6 3 1,2
7,0.02,88104.32,0.22,93117.84,1,No,840.53,2,No,2 3,8
8,0.02,96476.87,0.21,101490.38,1,Yes,1163.99,4,Yes,1 3 8 2,1
9,0.02,105166.95,0.21,110180.46,1,No,865.89,2,No,3 1,5
10,0.02,113572.96,0.21,118586.44,1,No,1323.91,6,No,5 4 7 6 3 1,2
11,0.02,122430.12,0.21,127443.63,1,Yes,1114.57,2,Yes,5 7,7
12,0.02,131070.08,0.21,136083.58,1,No,1106.68,4,No,7 2 5 4,3
13,0.02,139710.02,0.22,144723.52,1,Yes,1042.78,6,Yes,5 3 7 8 4 1,7
14,0.02,148283.11,0.23,153296.62,1,Yes,813.52,6,Yes,1 3 2 5 8 6,3
15,0.02,156622.29,0.22,161635.75,1,Yes,978.43,6,Yes,8 7 9 4 3 6,8
16,0.02,165128.49,0.21,170142,1,No,1424.15,6,No,1 2 4 7 5 3,6
17,0.04,174085.96,0.21,179099.47,1,Yes,738.65,6,Yes,1 3 2 5 8 6,3
18,0.02,182358.24,0.21,187371.75,1,Yes,714.3,2,Yes,2 3,2
19,0.02,190597.11,0.21,195610.61,1,Yes,1211.42,6,Yes,5 3 7 8 4 1,7
20,0.02,199337.32,0.21,204350.86,1,Yes,1055.1,6,Yes,8 7 9 4 3 6,8
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Trial,NumberSet-OnsetError,NumberSet-OnsetTime,Probe-OnsetError,Probe-OnsetTime,Probe-Mouse-IsCorrect,Probe-Mouse-Responses,Probe-Mouse-ResponseTime,TrialTable-Condition,TrialTable-CorrectResponse,TrialTable-NumberSets,TrialTable-Probes
1,0.01,218071.13,0.21,223084.63,1,No,1065.4,6,No,1 6 3 7 9 2 ,4
2,0.02,224655.53,0.21,229669.03,1,No,1336.97,4,No,4 9 3 7 ,6
3,0.02,231507.33,0.21,236520.83,1,No,1365.17,6,No,8 3 2 1 9 5 ,4
4,0.02,238392.54,0.21,243406.04,1,No,1167.88,4,No,5 2 7 1 ,8
5,0.02,245077.21,0.2,250090.72,1,No,1043.22,2,No,1 9 ,4
6,0.02,251644.9,0.21,256658.41,1,No,1243.5,4,No,1 7 4 2 ,8
7,0.02,258413.14,0.25,263426.65,1,No,2299.27,6,No,5 3 8 9 6 7 ,1
8,0.02,266234.21,0.21,271247.72,1,Yes,982.09,8,Yes,3 2 4 8 1 7 5 6 ,1
9,0.02,272735.06,0.21,277748.56,1,Yes,825.3,4,Yes,4 3 9 2 ,4
10,0.02,279085.51,0.21,284099.01,1,Yes,1842.86,6,Yes,8 6 1 4 7 2 ,2
11,0.02,286455.36,0.21,291468.87,1,Yes,872.93,8,Yes,6 3 9 1 2 4 7 8 ,1
12,0.02,292855.94,0.21,297869.44,1,No,1056.37,8,No,5 7 8 1 3 4 2 6 ,9
13,0.02,299440.34,0.2,304453.84,1,No,1303.85,6,No,3 1 7 2 6 9 ,5
14,0.02,306258.71,0.21,311272.21,1,Yes,1317.46,8,Yes,6 3 1 7 2 8 4 5 ,4
15,0.02,313093.79,0.21,318107.3,1,No,1130.4,2,No,2 7 ,4
16,0.02,319745.1,0.21,324758.55,1,No,1471.15,8,No,6 8 7 5 4 2 1 3 ,9
17,0.02,326730.54,0.22,331744.04,1,No,1717.63,6,No,7 9 8 3 2 4 ,6
18,0.02,333966.69,0.21,338980.2,1,Yes,1113.41,8,Yes,6 3 4 9 7 5 1 8 ,5
19,0.02,340601.23,0.21,345614.74,1,Yes,1006.77,2,Yes,6 3 ,3
20,0.02,347135.5,0.21,352149.01,1,Yes,768.47,4,Yes,9 7 5 6 ,6
21,0.02,353419.11,0.21,358432.61,1,Yes,788.98,8,Yes,2 8 1 5 6 4 9 7 ,5
22,0.02,359736.12,0.21,364749.63,0,Yes,2103.97,8,No,2 8 3 4 9 7 6 5 ,1
23,0.02,367356.66,0.21,372370.16,1,No,667.31,2,No,9 7 ,2
24,0.02,373540,0.21,378553.48,1,No,1587.99,6,No,9 1 3 4 7 2 ,5
25,0.02,380642.45,0.25,385655.96,1,Yes,757.49,8,Yes,4 8 5 1 6 9 7 2 ,6
26,0.04,386926.05,0.21,391939.55,1,No,1241.81,8,No,2 8 3 7 9 4 5 6 ,1
27,0.02,393694.27,0.2,398707.78,1,Yes,745.59,4,Yes,1 5 6 8 ,1
28,0.02,399961.16,0.21,404974.68,1,No,1174.68,6,No,1 2 8 4 7 5 ,9
29,0.02,406662.55,0.28,411676.06,1,Yes,1305.26,4,Yes,7 5 3 1 ,1
30,0.02,413497.63,0.21,418511.14,1,No,902.23,4,No,6 1 3 4 ,9
31,0.02,419914.92,0.21,424928.43,1,Yes,1124.97,8,Yes,9 8 5 1 6 4 7 3 ,6
32,0.02,426566.17,0.22,431579.68,1,No,889.66,6,No,2 7 4 1 8 5 ,9
33,0.02,432983.46,0.27,437996.97,1,Yes,768.24,4,Yes,1 3 8 6 ,1
34,0.02,439267.06,0.21,444280.56,1,Yes,908.69,6,Yes,7 1 8 9 2 3 ,2
35,0.02,445701.06,0.2,450714.57,1,No,946.63,6,No,3 1 5 4 2 6 ,7
36,0.02,452168.49,0.21,457181.99,1,Yes,631.24,2,Yes,2 1 ,2
37,0.02,458318.39,0.2,463331.9,1,No,913.34,4,No,6 7 1 5 ,2
38,0.02,464752.39,0.21,469765.9,1,Yes,895.26,6,Yes,8 1 9 6 4 3 ,4
39,0.02,471169.68,0.21,476183.19,1,Yes,1342.03,6,Yes,5 1 2 4 8 9 ,4
40,0.02,478038.19,0.21,483051.69,1,Yes,889.49,6,Yes,9 2 5 8 1 6 ,1
41,0.02,484455.47,0.21,489468.99,1,No,1080.13,2,No,8 5 ,3
42,0.02,491056.59,0.21,496070.1,1,No,1206.94,4,No,6 1 5 3 ,4
43,0.02,497791.41,0.21,502804.91,1,No,1688.18,8,No,7 5 9 3 4 6 8 1 ,2
44,0.02,504994.14,0.21,510007.65,1,Yes,877.42,2,Yes,7 5 ,5
45,0.02,511394.72,0.23,516408.23,1,No,732.78,4,No,4 8 1 5 ,9
46,0.02,517644.89,0.24,522658.4,1,No,954.52,6,No,7 6 8 2 9 5 ,3
47,0.02,524129.03,0.21,529142.53,1,No,1134.49,6,No,7 8 3 9 5 1 ,4
48,0.02,530780.28,0.21,535793.79,1,No,1187.18,2,No,9 5 ,4
49,0.02,537481.67,0.21,542495.18,1,No,893.75,2,No,8 3 ,4
50,0.02,543898.96,0.24,548912.47,1,Yes,1180.54,4,Yes,8 2 1 9 ,2
51,0.02,550600.35,0.21,555613.86,1,No,1495.12,2,No,9 5 ,4
52,0.02,557619.27,0.21,562632.77,1,No,1612.09,2,No,2 3 ,1
53,0.02,564755.16,0.2,569768.66,1,Yes,852.14,4,Yes,5 4 7 3 ,5
54,0.02,571122.31,0.22,576135.82,1,Yes,869.08,8,Yes,3 8 6 4 1 2 9 7 ,2
55,0.02,577506.18,0.21,582519.69,1,No,1485.15,8,No,5 3 7 2 4 1 8 6 ,9
56,0.02,584508.39,0.21,589521.89,1,Yes,762.96,6,Yes,8 6 1 9 5 7 ,5
57,0.02,590791.97,0.21,595805.48,1,Yes,783.34,2,Yes,6 4 ,6
58,0.02,597092.28,0.23,602105.79,1,Yes,714.99,8,Yes,2 7 8 1 4 5 6 9 ,2
59,0.02,603325.74,0.2,608339.25,1,No,897.44,4,No,6 1 5 7 ,9
60,0.02,609743.03,0.21,614756.54,1,No,1216.22,2,No,7 6 ,9
61,0.02,616477.85,0.21,621491.37,0,No,2801.31,8,Yes,7 9 1 5 8 2 4 6 ,4
62,0.02,624800.27,0.21,629813.78,1,No,782.83,2,No,3 2 ,5
63,0.02,631100.58,0.22,636114.09,1,Yes,698.64,4,Yes,1 4 5 3 ,3
64,0.02,637317.32,0.21,642330.83,1,No,753.78,2,No,9 7 ,4
65,0.02,643600.92,0.21,648614.43,1,No,694.25,8,No,6 9 7 5 8 2 1 3 ,4
66,0.01,649817.67,0.26,654831.18,1,Yes,1029.36,6,Yes,8 2 6 5 9 3 ,2
67,0.02,656368.65,0.2,661382.16,1,No,982.48,8,No,6 3 4 2 8 5 1 9 ,7
68,0.02,662869.5,0.21,667883.02,1,Yes,665.54,2,Yes,6 9 ,6
69,0.02,669052.84,0.21,674066.34,0,No,2858.18,8,Yes,6 2 4 3 1 7 8 9 ,7
70,0.02,677425.38,0.22,682438.9,1,Yes,1109.6,2,Yes,4 2 ,2
71,0.02,684059.93,0.21,689073.44,0,No,1178.98,8,Yes,9 1 4 3 5 2 8 7 ,8
72,0.02,690761.32,0.23,695774.82,1,No,621.65,8,No,9 6 5 8 7 4 2 3 ,1
73,0.02,696911.22,0.2,701924.73,1,Yes,615.74,2,Yes,1 7 ,1
74,0.02,703044.41,0.21,708057.93,1,Yes,978.5,8,Yes,5 7 4 9 1 8 6 3 ,9
75,0.02,709545.27,0.21,714558.77,1,Yes,1141.65,2,Yes,7 2 ,2
76,0.02,716213.22,0.21,721226.73,1,Yes,769.57,8,Yes,7 3 2 5 9 4 6 1 ,9
77,0.02,722496.89,0.2,727510.33,1,No,1070.04,4,No,2 3 8 6 ,9
78,0.02,729081.23,0.33,734094.74,1,Yes,597.7,2,Yes,2 3 ,3
79,0.02,735197.71,0.21,740211.22,1,Yes,777.03,2,Yes,8 2 ,8
80,0.02,741498.02,0.21,746511.52,1,No,1116.77,4,No,1 2 9 6 ,5
81,0.02,748132.56,0.21,753146.07,1,Yes,938.28,8,Yes,5 2 8 7 3 4 9 1 ,2
82,0.02,754599.99,0.21,759613.5,1,No,886.77,4,No,5 8 9 7 ,4
83,0.02,761017.28,0.21,766030.79,1,No,981.47,4,No,6 2 8 1 ,5
84,0.02,767518.13,0.21,772531.64,1,Yes,1064.63,2,Yes,8 7 ,7
85,0.02,774102.53,0.24,779116.04,1,No,792.13,4,No,8 7 1 3 ,6
86,0.02,780419.55,0.21,785433.06,1,Yes,1027.06,8,Yes,8 4 7 6 5 9 1 3 ,4
87,0.02,786970.54,0.2,791984.05,1,Yes,1484.14,6,Yes,4 1 5 3 9 7 ,5
88,0.02,793972.74,0.21,798986.24,1,Yes,777.86,2,Yes,7 8 ,8
89,0.02,800273.04,0.21,805286.56,1,Yes,893.56,6,Yes,1 6 9 8 5 2 ,8
90,0.02,806690.35,0.21,811703.84,1,Yes,612.26,4,Yes,1 9 2 3 ,2
91,0.02,812823.53,0.21,817837.03,0,Yes,887.03,8,No,4 6 1 2 3 7 9 5 ,8
92,0.02,819240.82,0.23,824254.32,0,Yes,1429.8,8,No,7 1 9 5 4 3 2 8 ,6
93,0.02,826192.88,0.21,831206.39,1,No,1117.65,6,No,1 5 3 2 7 9 ,8
94,0.02,832827.43,0.21,837840.93,1,Yes,987.08,2,Yes,5 4 ,5
95,0.02,839344.98,0.21,844358.49,0,Yes,2029.56,8,No,6 3 8 4 5 7 2 9 ,1
96,0.02,846898.67,0.23,851912.18,1,Yes,1035.8,6,Yes,5 9 1 7 8 4 ,4
97,0.02,853449.66,0.21,858463.16,1,No,1004.83,4,No,2 4 9 5 ,8
98,0.02,859983.93,0.27,864997.44,1,Yes,1270.49,4,Yes,6 9 8 5 ,8
99,0.02,866768.87,0.21,871782.38,1,No,1093.45,2,No,6 5 ,8
100,0.02,873386.7,0.21,878400.22,1,No,1395.63,8,No,9 2 7 1 4 5 3 8 ,6
101,0.02,880305.34,0.21,885318.85,1,No,1765.01,2,No,3 1 ,9
102,0.02,887591.65,0.21,892605.15,1,Yes,894.91,2,Yes,3 6 ,3
103,0.04,894008.93,0.28,899022.44,0,Yes,1949.42,6,No,4 1 8 6 9 3 ,7
104,0.02,901479.06,0.21,906492.57,1,Yes,775.22,4,Yes,1 3 4 9 ,3
105,0.02,907779.37,0.2,912792.88,1,Yes,962.89,6,Yes,1 4 9 6 8 7 ,7
106,0.02,914263.5,0.21,919277.02,1,Yes,830.73,6,Yes,9 1 7 3 2 4 ,4
107,0.02,920613.95,0.21,925627.46,1,Yes,624.28,2,Yes,5 9 ,5
108,0.02,926763.85,0.21,931777.36,1,Yes,890.4,8,Yes,3 2 8 6 1 7 5 9 ,5
109,0.02,933181.17,0.2,938194.65,1,No,809.05,2,No,6 9 ,3
110,0.02,939514.87,0.21,944528.38,0,Yes,1747.21,8,No,9 3 2 5 7 4 6 8 ,1
111,0.02,946784.47,0.2,951797.97,1,No,1221.62,2,No,1 7 ,6
112,0.02,953535.99,0.21,958549.5,1,Yes,1302.11,8,Yes,8 7 1 3 4 9 5 6 ,5
113,0.02,960354.36,0.2,965367.9,1,Yes,955.64,4,Yes,9 8 6 7 ,8
114,0.02,966838.49,0.24,971852,1,No,1015.53,4,No,5 3 4 6 ,8
115,0.02,973372.78,0.21,978386.28,1,No,1161.28,6,No,3 4 9 6 8 2 ,1
116,0.02,980057.45,0.22,985070.96,1,Yes,1332.53,2,Yes,2 3 ,3
117,0.02,986909.24,0.22,991922.75,1,No,1920.74,8,No,5 9 8 7 4 6 2 1 ,3
118,0.02,994345.95,0.21,999359.46,1,Yes,987.96,4,Yes,9 5 7 2 ,7
119,0.02,1000863.5,0.21,1005877.01,1,No,878.49,4,No,1 7 2 5 ,3
120,0.04,1007264.09,0.21,1012277.6,0,Yes,1237.92,8,No,8 1 3 9 6 2 5 4 ,7
121,0.02,1014032.32,0.21,1019045.83,1,Yes,925.55,8,Yes,7 1 6 9 3 4 8 5 ,3
122,0.02,1020483.04,0.21,1025496.55,1,No,1210.83,4,No,3 9 7 1 ,4
123,0.02,1027217.85,0.21,1032231.35,1,No,924,2,No,8 2 ,5
124,0.02,1033668.56,0.23,1038682.07,1,Yes,969.32,2,Yes,9 1 ,1
125,0.02,1040152.7,0.61,1045166.21,1,No,765.08,6,No,2 1 7 3 6 9 ,4
126,0.02,1046436.3,0.26,1051449.8,1,No,961.45,4,No,5 8 3 1 ,2
127,0.02,1052920.43,0.22,1057933.94,1,Yes,837.3,6,Yes,1 5 4 2 8 6 ,4
128,0.02,1059287.59,0.23,1064301.1,1,No,1318.17,6,No,8 1 7 5 3 9 ,2
129,0.02,1066122.67,0.28,1071136.18,1,No,771.06,2,No,9 7 ,3
130,0.02,1072422.98,0.21,1077436.49,1,Yes,686.74,4,Yes,3 8 7 1 ,1
131,0.02,1078639.73,0.21,1083653.29,1,Yes,733.94,6,Yes,7 1 4 3 9 2 ,3
132,0.02,1084889.91,0.22,1089903.41,1,No,611.73,8,No,7 5 8 6 2 4 3 1 ,9
133,0.02,1091023.1,0.24,1096036.61,1,Yes,918.51,6,Yes,8 5 1 6 3 4 ,4
134,0.02,1097457.1,0.28,1102470.61,1,Yes,804.56,8,Yes,8 2 4 1 3 6 7 9 ,3
135,0.02,1103790.84,0.21,1108804.34,1,Yes,678.8,6,Yes,7 2 3 8 9 1 ,3
136,0.02,1109990.87,0.21,1115004.38,1,Yes,894.69,6,Yes,7 4 5 3 6 8 ,6
137,0.02,1116408.17,0.21,1121421.67,1,No,677.44,2,No,2 7 ,8
138,0.02,1122608.2,0.21,1127621.7,1,No,933.4,6,No,4 5 3 6 2 8 ,9
139,0.05,1129058.92,0.21,1134072.42,1,No,1434.6,6,No,9 1 8 3 2 5 ,4
140,0.02,1136010.98,0.21,1141024.49,1,Yes,890.57,8,Yes,8 9 4 1 7 6 3 2 ,7
141,0.02,1142428.27,0.21,1147441.78,1,No,817.3,2,No,1 2 ,8
142,0.02,1148762,0.21,1153775.51,1,No,763.45,2,No,8 1 ,2
143,0.02,1155045.6,0.21,1160059.11,1,Yes,783.87,2,Yes,5 7 ,5
144,0.02,1161345.91,0.21,1166359.42,1,No,1059.56,4,No,8 2 3 4 ,7
145,0.02,1167930.31,0.21,1172943.82,1,Yes,1051.11,4,Yes,5 8 6 7 ,6
146,0.07,1174498.01,0.21,1179511.52,1,Yes,923.44,8,Yes,3 7 6 2 5 8 4 1 ,6
147,0.02,1180948.73,0.21,1185962.24,1,Yes,840.64,6,Yes,4 5 8 9 7 3 ,9
148,0.02,1187315.88,0.22,1192329.39,1,Yes,985.43,4,Yes,3 5 6 2 ,6
149,0.04,1193816.73,0.2,1198830.24,1,Yes,1020.57,6,Yes,6 8 1 9 4 3 ,9
150,0.02,1200367.71,0.21,1205381.22,1,No,1397.61,2,No,5 9 ,3
151,0.02,1207286.35,0.28,1212299.87,1,Yes,678.92,6,Yes,6 8 5 3 2 9 ,8
152,0.02,1213486.4,0.21,1218499.91,1,No,1142.87,6,No,4 2 8 3 1 9 ,6
153,0.02,1220154.36,0.29,1225167.92,1,No,618.77,8,No,5 6 2 1 7 3 9 4 ,8
154,0.02,1226287.55,0.21,1231301.06,1,Yes,861.76,6,Yes,4 7 2 6 3 8 ,6
155,0.02,1232671.42,0.27,1237684.93,1,No,1205.87,2,No,2 8 ,5
156,0.02,1239406.23,0.21,1244419.74,1,Yes,886.98,4,Yes,2 4 6 5 ,5
157,0.02,1245823.52,0.21,1250837.03,1,No,789.69,6,No,4 2 5 7 8 1 ,9
158,0.02,1252140.55,0.23,1257154.05,1,Yes,880.67,2,Yes,7 8 ,8
159,0.02,1258541.12,0.21,1263554.64,1,No,1472.03,6,No,3 7 6 8 9 4 ,2
160,0.02,1265543.32,0.21,1270556.83,1,No,941.74,4,No,7 8 2 3 ,6
161,0.02,1272010.75,0.21,1277024.26,1,Yes,1242.28,4,Yes,3 5 2 6 ,3
162,0.02,1278778.99,0.23,1283792.49,1,No,1506.11,4,No,1 2 8 7 ,6
163,0.02,1285814.61,0.23,1290828.12,1,Yes,902.36,6,Yes,9 5 6 8 1 2 ,2
164,0.02,1292231.9,0.21,1297245.4,1,No,1981.19,8,No,8 7 4 1 9 5 3 2 ,6
165,0.02,1299735.46,0.2,1304748.96,1,Yes,725.63,2,Yes,9 1 ,9
166,0.02,1305985.62,0.21,1310999.13,1,No,1235.35,6,No,4 9 6 8 3 1 ,5
167,0.02,1312737.15,0.21,1317750.66,1,No,2387.83,8,No,7 3 2 8 5 4 1 9 ,6
168,0.02,1320641.78,0.21,1325655.3,1,Yes,827.09,4,Yes,6 2 5 8 ,6
169,0.02,1326992.23,0.21,1332005.74,1,Yes,732.69,2,Yes,9 3 ,3
170,0.02,1333242.4,0.21,1338255.91,1,No,2162.57,8,No,7 5 1 4 2 9 8 3 ,6
171,0.04,1340929.78,0.21,1345943.29,1,Yes,763.1,4,Yes,6 3 9 4 ,4
172,0.03,1347213.38,0.21,1352226.88,1,No,783.46,2,No,5 7 ,8
173,0.02,1353513.68,0.21,1358527.19,1,Yes,683.17,2,Yes,1 3 ,1
174,0.02,1359713.72,0.21,1364727.23,1,No,1315.09,4,No,1 7 2 5 ,4
175,0.03,1366548.81,0.26,1371562.32,1,No,1096.01,6,No,4 5 6 9 3 2 ,8
176,0.06,1373166.64,0.21,1378180.17,0,Yes,2950.18,8,No,7 2 9 1 5 4 3 6 ,8
177,0.02,1381639.47,0.21,1386652.98,1,Yes,813.27,6,Yes,9 7 1 8 5 4 ,1
178,0.02,1387973.2,0.21,1392986.71,1,Yes,695.53,2,Yes,4 1 ,1
179,0.02,1394189.95,0.21,1399203.46,1,Yes,926.78,4,Yes,4 3 2 5 ,4
180,0.02,1400640.66,0.21,1405654.18,1,No,652.07,8,No,2 3 4 7 1 8 5 6 ,9
181,0.02,1406807.28,0.2,1411820.79,1,Yes,1133.32,4,Yes,3 9 4 7 ,4
182,0.02,1413458.54,0.21,1418472.04,1,Yes,770.14,6,Yes,9 3 2 1 8 5 ,9
183,0.02,1419758.85,0.21,1424772.36,1,No,1069.77,2,No,5 7 ,2
184,0.02,1426343.26,0.21,1431356.77,1,Yes,853.43,2,Yes,2 5 ,5
185,0.02,1432727.12,0.26,1437740.63,1,No,1597.5,8,No,5 2 6 9 1 7 8 3 ,4
186,0.02,1439846.31,0.21,1444859.81,1,Yes,710.26,4,Yes,9 2 8 5 ,5
187,0.02,1446079.76,0.21,1451093.28,1,No,1108.84,4,No,2 6 8 5 ,1
188,0.02,1452714.31,0.22,1457727.82,1,No,1466.29,6,No,7 5 1 3 2 9 ,6
189,0.02,1459699.8,0.21,1464713.31,1,No,888.61,6,No,1 6 7 2 9 4 ,8
190,0.02,1466117.1,0.22,1471130.6,1,Yes,727.36,4,Yes,3 5 6 4 ,4
191,0.04,1472367.27,0.21,1477380.77,1,Yes,869.24,8,Yes,5 8 2 1 4 9 6 3 ,3
192,0.02,1478751.12,0.22,1483764.63,0,No,1549.38,8,Yes,2 5 9 8 1 7 6 4 ,8
193,0.02,1485820.18,0.21,1490833.69,1,No,808.26,4,No,1 7 9 6 ,3
194,0.02,1492153.91,0.21,1497167.42,1,No,818.47,2,No,8 6 ,7
195,0.02,1498487.67,0.25,1503501.15,1,No,988.7,4,No,4 6 8 1 ,3
196,0.02,1505005.21,0.21,1510018.71,0,Yes,1295.09,8,No,4 9 6 3 5 7 2 1 ,8
197,0.04,1511823.58,0.21,1516837.09,1,Yes,908.78,6,Yes,9 1 8 4 7 5 ,4
198,0.02,1518257.58,0.21,1523271.09,1,Yes,978.76,8,Yes,8 9 5 2 1 4 7 6 ,6
199,0.02,1524758.43,0.21,1529771.94,1,Yes,765.77,4,Yes,9 6 1 2 ,9
200,0.02,1531042.03,0.21,1536055.54,1,Yes,618.25,2,Yes,6 7 ,6
